Book,Author,Genres,Avg_Rating,Num_Ratings
Behold the Dreamers,Imbolo Mbue,"['Fiction', 'Africa', 'Contemporary', 'Audiobook', 'Literary Fiction', 'New York', 'Adult']","3,95","76,23"
My Bondage and My Freedom,Frederick Douglass,"['History', 'Nonfiction', 'Biography', 'Classics', 'Memoir', 'Autobiography', 'Race']","4,37","11,51"
Under the Volcano,Malcolm Lowry,"['Fiction', 'Classics', 'Literature', 'Novels', 'Historical Fiction', 'British Literature', '20th Century']","3,77","24,033"
Pentimento,Lillian Hellman,"['Memoir', 'Nonfiction', 'Biography', 'Biography Memoir', 'Autobiography', 'History', 'Womens']","3,92","2,672"
The Naked Ape,Desmond Morris,"['Science', 'Nonfiction', 'Anthropology', 'Psychology', 'Biology', 'Evolution', 'Sociology']","3,94","10,493"
Hidden Riches,Nora Roberts,"['Romance', 'Romantic Suspense', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Suspense', 'Mystery']","4,04","19,324"
Lucky Man,Michael J. Fox,"['Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'Audiobook', 'Inspirational']","4,05","26,394"
Lincoln,Gore Vidal,"['Historical Fiction', 'Fiction', 'Civil War', 'Historical', 'American History', 'Politics', 'Presidents']","4,23","9,089"
Amerika,Franz Kafka,"['Fiction', 'Classics', 'German Literature', 'Literature', 'Novels', 'Czech Literature', '20th Century']","3,74","27,572"
Before We Were Strangers,Renee Carlino,"['Romance', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Adult', 'College']","4,16","77,524"
"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",Jim Loehr,"['Business', 'Self Help', 'Productivity', 'Nonfiction', 'Personal Development', 'Psychology', 'Leadership']","3,98","14,761"
Each Peach Pear Plum,Janet Ahlberg,"['Picture Books', 'Childrens', 'Poetry', 'Fiction', 'Nursery Rhymes', 'Fairy Tales', 'Storytime']","4,22","17,936"
The Complete Saki,Saki,"['Short Stories', 'Fiction', 'Classics', 'Humor', 'Literature', 'British Literature', '20th Century']","4,37","2,484"
Out of the Dust,Karen Hesse,"['Historical Fiction', 'Poetry', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Historical']","3,77","74,779"
The End Of Mr. Y,Scarlett Thomas,"['Fiction', 'Fantasy', 'Science Fiction', 'Mystery', 'Magical Realism', 'Books About Books', 'Contemporary']","3,77","16,816"
Jim Henson: The Biography,Brian Jay Jones,"['Biography', 'Nonfiction', 'Biography Memoir', 'Audiobook', 'History', 'Memoir', 'Adult']","3,98","14,046"
I Am David,Anne Holm,"['Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'War', 'Childrens', 'Holocaust']","3,97","11,265"
The Ministry of Utmost Happiness,Arundhati Roy,"['Fiction', 'India', 'Contemporary', 'Literary Fiction', 'Historical Fiction', 'Indian Literature', 'Unfinished']","3,53","34,075"
Terra Nostra,Carlos Fuentes,"['Fiction', 'Historical Fiction', 'Spanish Literature', 'Literature', 'Latin American', 'Novels', 'Classics']","4,12","1,13"
Tales Of Pirx The Pilot,Stanis?aw Lem,"['Science Fiction', 'Fiction', 'Short Stories', 'Polish Literature', 'Classics', 'Humor', 'Fantasy']","4,1","5,775"
Patton: A Genius for War,Carlo D'Este,"['Biography', 'History', 'Nonfiction', 'Military Fiction', 'Military History', 'World War II', 'War']","4,25","4,081"
A View from the Bridge: A Play in Two Acts,Arthur Miller,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'School', 'Literature']","3,7","15,075"
90 Minutes in Heaven: A True Story of Death and Life,Don Piper,"['Christian', 'Nonfiction', 'Religion', 'Spirituality', 'Biography', 'Memoir', 'Inspirational']","3,97","96,051"
Blackmoore,Julianne Donaldson,"['Romance', 'Historical Fiction', 'Historical Romance', 'Regency', 'Historical', 'Fiction', 'Clean Romance']","4,17","28,522"
Little Lord Fauntleroy,Frances Hodgson Burnett,"['Classics', 'Fiction', 'Childrens', 'Historical Fiction', 'Young Adult', '19th Century', 'Middle Grade']","3,88","21,481"
Self Matters: Creating Your Life from the Inside Out,Phillip C. McGraw,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Inspirational', 'Health', 'Education']","3,66","12,119"
Leo Tolstoy's War and Peace,Harold Bloom,"['Literary Criticism', 'Literature', 'Historical Fiction', 'Classics', 'Russian Literature']","3,96",137
The Little White Horse,Elizabeth Goudge,"['Fantasy', 'Classics', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Historical Fiction']","4,09","13,153"
"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,"['Fiction', 'Classics', 'Russia', 'Literature', 'Novels', 'Russian Literature', 'Romance']","4,13","11,117"
Thinking in Pictures: My Life with Autism,Temple Grandin,"['Nonfiction', 'Autistic Spectrum Disorder', 'Memoir', 'Psychology', 'Biography', 'Science', 'Autobiography']","4,12","15,017"
Trifles,Susan Glaspell,"['Plays', 'Drama', 'Classics', 'School', 'Fiction', 'Read For School', 'Feminism']","3,86","6,34"
Unfu*k Yourself: Get Out of Your Head and Into Your Life,Gary John Bishop,"['Self Help', 'Nonfiction', 'Audiobook', 'Personal Development', 'Psychology', 'Mental Health', 'Business']","3,84","64,347"
Until I Find You,John Irving,"['Fiction', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'American', 'Coming Of Age']","3,65","26,241"
Salt: A World History,Mark Kurlansky,"['History', 'Nonfiction', 'Food', 'Science', 'Historical', 'Microhistory', 'World History']","3,75","68,294"
The Demolished Man,Alfred Bester,"['Science Fiction', 'Fiction', 'Classics', 'Mystery', 'Hugo Awards', 'Science Fiction Fantasy', 'Crime']","3,98","30,893"
"Bright Lights, Big City",Jay McInerney,"['Fiction', 'New York', 'Classics', 'Novels', 'Contemporary', 'American', 'Literary Fiction']","3,79","32,253"
Dear and Glorious Physician,Taylor Caldwell,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Classics', 'Christian', 'Christian Fiction']","4,33","7,251"
Shibumi,Trevanian,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Japan', 'Mystery Thriller', 'Adventure']","4,19","16,728"
Drowning Ruth,Christina Schwarz,"['Fiction', 'Mystery', 'Historical Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Historical']","3,75","82,344"
The Complete Sherlock Holmes: Volume II,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Literature']","4,48","80,028"
City of Shadows,Ariana Franklin,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Historical Mystery', 'Germany', 'Thriller']","3,96","4,927"
Ship of Fools,Katherine Anne Porter,"['Fiction', 'Classics', 'Historical Fiction', 'Novels', 'Literature', 'American', 'Literary Fiction']","3,68","2,646"
Tweak: Growing Up On Methamphetamines,Nic Sheff,"['Nonfiction', 'Memoir', 'Biography', 'Mental Health', 'Biography Memoir', 'Audiobook', 'Psychology']","3,96","40,823"
I Am the Cheese,Robert Cormier,"['Young Adult', 'Fiction', 'Mystery', 'Classics', 'Teen', 'School', 'Thriller']","3,76","16,17"
The Story of an Hour,Kate Chopin,"['Short Stories', 'Classics', 'Fiction', 'School', 'Feminism', 'Read For School', 'American']","4,08","22,406"
Paradise Lost and Paradise Regained,John Milton,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Philosophy', 'Fantasy']","4,07","7,503"
Escape from Warsaw,Ian Serraillier,"['Historical Fiction', 'Fiction', 'Childrens', 'Young Adult', 'Classics', 'War', 'Historical']","4,03","7,718"
"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",Andy Andrews,"['Fiction', 'Self Help', 'Inspirational', 'Personal Development', 'Philosophy', 'Faith', 'Leadership']","4,19","16,803"
Memórias Póstumas de Brás Cubas,Machado de Assis,"['Classics', 'Fiction', 'Brazil', 'Literature', 'Romance', 'Novels', 'Portuguese Literature']","4,26","27,636"
Love Letters to the Dead,Ava Dellaira,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Mental Health']","3,8","83,889"
Behold the Man,Michael Moorcock,"['Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Religion', 'Historical Fiction', 'Alternate History']","3,77","7,297"
"Locke & Key, Vol. 1: Welcome to Lovecraft",Joe Hill,"['Graphic Novels', 'Comics', 'Horror', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Mystery']","4,15","93,984"
The Sculptress,Minette Walters,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'British Literature']","3,92","11,137"
Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers,Lois P. Frankel,"['Nonfiction', 'Business', 'Self Help', 'Feminism', 'Leadership', 'Personal Development', 'Womens']","3,68","16,29"
The Guardian,Nicholas Sparks,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Contemporary Romance', 'Adult Fiction']","4,16","176,541"
Of Love and Shadows,Isabel Allende,"['Fiction', 'Historical Fiction', 'Romance', 'Magical Realism', 'Spanish Literature', 'Latin American', 'Novels']","3,98","30,71"
Ordinary Grace,William Kent Krueger,"['Fiction', 'Mystery', 'Historical Fiction', 'Coming Of Age', 'Audiobook', 'Book Club', 'Literary Fiction']","4,25","133,846"
The Plague Dogs,Richard Adams,"['Fiction', 'Fantasy', 'Animals', 'Dogs', 'Classics', 'Adventure', 'Animal Fiction']","3,87","7,903"
The Holographic Universe,Michael Talbot,"['Science', 'Nonfiction', 'Philosophy', 'Physics', 'Spirituality', 'Metaphysics', 'Psychology']","4,09","9,621"
This Is Not My Hat,Jon Klassen,"['Picture Books', 'Childrens', 'Animals', 'Humor', 'Fiction', 'Storytime', 'Fantasy']","4,22","23,593"
The Algebraist,Iain M. Banks,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction', 'Fantasy']","4,03","21,521"
Magnificent Obsession,Lloyd C. Douglas,"['Fiction', 'Classics', 'Romance', 'Novels', 'Religion', 'Christian Fiction', 'Literature']","3,87","1,991"
The Buddha in the Attic,Julie Otsuka,"['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Asia', 'Literary Fiction', 'Japanese Literature']","3,67","52,999"
Augustus,John Williams,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Literature', 'Novels', 'American']","4,23","13,689"
The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,Edith Hahn Beer,"['Nonfiction', 'History', 'Holocaust', 'Memoir', 'Biography', 'World War II', 'Historical']","4,16","46,032"
"The Armies of the Night: History as a Novel, the Novel as History",Norman Mailer,"['History', 'Nonfiction', 'Politics', 'Classics', 'Memoir', 'Journalism', 'Literature']","3,63","3,139"
Through Time Into Healing,Brian L. Weiss,"['Spirituality', 'Nonfiction', 'Psychology', 'Self Help', 'New Age', 'Metaphysics', 'Philosophy']","4,19","3,475"
Diet for a Small Planet,Frances Moore Lappé,"['Food', 'Nonfiction', 'Cookbooks', 'Health', 'Cooking', 'Environment', 'Politics']","3,96","6,006"
Animalia,Graeme Base,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Art', 'Fantasy', 'Poetry']","4,26","22,805"
Mr. Midshipman Hornblower,C.S. Forester,"['Historical Fiction', 'Fiction', 'Adventure', 'Classics', 'Historical', 'War', 'Military Fiction']","4,17","16,17"
Intellectuals: From Marx and Tolstoy to Sartre and Chomsky,Paul Johnson,"['History', 'Philosophy', 'Nonfiction', 'Biography', 'Politics', 'Cultural', 'Psychology']","3,85","2,229"
Heat and Dust,Ruth Prawer Jhabvala,"['Fiction', 'India', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Novels', 'Asia']","3,55","7,894"
"Don't Overthink It: Make Easier Decisions, Stop Second-Guessing, and Bring More Joy to Your Life",Anne Bogel,"['Nonfiction', 'Self Help', 'Audiobook', 'Productivity', 'Psychology', 'Health', 'Mental Health']","3,89","13,724"
Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Robert T. Kiyosaki,"['Business', 'Finance', 'Nonfiction', 'Self Help', 'Personal Finance', 'Money', 'Personal Development']","4,14","51,882"
The Woman Who Wasn't There: The True Story of an Incredible Deception,Robin Gaby Fisher,"['Nonfiction', 'True Crime', 'History', 'Biography', 'Biography Memoir', 'Memoir', 'Crime']","3,77","2,912"
The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"['Business', 'Nonfiction', 'Management', 'Leadership', 'Self Help', 'Buisness', 'Productivity']","4,08","70,372"
Pinocchio,Carlo Collodi,"['Classics', 'Fiction', 'Fantasy', 'Childrens', 'Italian Literature', 'Italy', 'Adventure']","3,85","77,183"
The Code: The Five Secrets of Teen Success,Mawi Asgedom,"['Nonfiction', 'Self Help']","3,58",151
Chasing Dreams,Aaron Jennings,"['Travel', 'Fiction']","3,24",37
Familiar Scars,Christy Leigh Stewart,"['Romance', 'Fiction', 'Historical Fiction', 'Historical', 'Historical Romance', 'Victorian']","3,97",79
The Wreckage of Agathon,John Gardner,"['Fiction', 'Historical Fiction', 'Novels', 'American', 'Philosophy', 'Literature', 'Historical']","3,83",241
HELP! A Bear is Eating Me!,Mykle Hansen,"['Humor', 'Fiction', 'Bizarro Fiction', 'Horror', 'Comedy', 'Contemporary', 'Literature']","3,48","2,256"
"A Girl's Guide to Guys: Meeting Them, Managing Them and All That Love Stuff",Rachel Hill,"['Relationships', 'Nonfiction']","4,33",90
Ordeal,Tatyana K. Varenko,"['Vampires', 'Paranormal Romance', 'Romance', 'Paranormal', 'Fantasy', 'Young Adult']","3,98",121
"By Fire, By Water",Mitchell James Kaplan,"['Historical Fiction', 'Fiction', 'Spain', 'Historical', 'Jewish', 'Judaism', 'Religion']","3,73","1,127"
On Power and Ideology: The Managua Lectures,Noam Chomsky,"['Politics', 'Nonfiction', 'Philosophy', 'History', 'Sociology', 'Essays', 'Theory']","4,12",292
The Seed,Fola,"['Historical', 'Fiction']","3,58",40
Sundial,C.F. Fruzzetti,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Science Fiction', 'Fiction', 'Adventure']","3,67",270
Moon Over Manifest,Clare Vanderpool,"['Historical Fiction', 'Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Historical', 'Mystery']","4,04","33,53"
Mere Enchantment,Alicia Rivoli,"['Fantasy', 'Young Adult', 'Young Adult Fantasy']","3,84",67
The Museum of Innocence,Orhan Pamuk,"['Fiction', 'Turkish', 'Turkish Literature', 'Novels', 'Historical Fiction', 'Romance', 'Literature']","3,77","30,495"
Will Work For Peace: New Political Poems,Brett Axel,['Banned Books'],"4,31",45
The First and Last Freedom,J. Krishnamurti,"['Philosophy', 'Spirituality', 'Nonfiction', 'Psychology', 'India', 'Self Help', 'Religion']","4,21","3,868"
Sticks and Stones,Veronica Lovejoy,"['New Adult', 'Romance']","3,41",85
Where the Deer Dwell,Dorothy Gravelle,"['Time Travel', 'Romance', 'Fantasy', 'Science Fiction', 'Amazon', 'Fiction', 'Adventure']","3,71",72
The Adventures of Jewel Cardwell,Fumi Hancock,['Young Adult'],4,27
Legacy of Rescue: A Daughter's Tribute,Marta Fuchs,"['Holocaust', 'Nonfiction']","4,41",22
Until Tuesday: A Wounded Warrior and the Golden Retriever Who Saved Him,Luis Carlos Montalván,"['Nonfiction', 'Animals', 'Memoir', 'Dogs', 'Biography', 'Military Fiction', 'Biography Memoir']","4,19","8,673"
Some Girls Are,Courtney Summers,"['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Fiction', 'High School', 'Young Adult Contemporary']","3,87","14,686"
Barriers of the New World,Barbara Rayne,"['Dystopia', 'Adult Fiction']","3,7",43
Mana,Asher Tensei,['Magic'],"4,24",49
Hard Wired: A Crash Course in Small College Football,Jebb A. Rebal,"['Nonfiction', 'Sports']","3,72",65
Reverb,J. Cafesin,"['Romance', 'Fiction', 'Contemporary', 'Mystery Thriller', 'Contemporary Romance', 'Dark', 'Suspense']","3,63",339
Life's A Bitch!,C.P.,"['Erotica', 'Adult Fiction', 'Romance']","3,79",29
Logan's Run,William F. Nolan,"['Science Fiction', 'Dystopia', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Speculative Fiction']","3,65","11,423"
From Hurt to Happiness: Emotional Rescue from the Ground Up,Mike Van,"['Self Help', 'Nonfiction', 'Relationships', 'Personal Development']","4,27",94
Memoirs of a Dutiful Daughter,Simone de Beauvoir,"['Nonfiction', 'Feminism', 'Memoir', 'Biography', 'Classics', 'France', 'Philosophy']","4,12","14,098"
"God, Save the Pirate",Ria Warrick,"['Christian Romance', 'Romance']","3,29",17
Dreaming My Animal Selves/Le Songe de Mes Ames Animales,Helene Cardona,['Poetry'],"4,77",104
Adventure-Pom!,Sean Dryden,"['Animals', 'Young Readers', 'Dogs', 'Adventure', 'Family', 'Childrens', 'Picture Books']","4,11",54
Sorcerer's Apprentice,Tahir Shah,"['Nonfiction', 'Travel', 'India', 'Memoir', 'Adventure', 'Biography', 'Asia']","4,15","1,093"
The Scorpion's Sting,J.D. Masterson,['Fiction'],"3,71",21
Son of the Morning,Linda Howard,"['Romance', 'Time Travel', 'Romantic Suspense', 'Historical Romance', 'Historical', 'Paranormal', 'Paranormal Romance']","3,98","7,691"
Non Friction,Morgan Parker,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Divorce', 'Comedy']","3,91",230
Unthinkable Consequences,Bob Rector,"['Mystery', 'Fiction', 'Suspense']","3,95",115
Matter of Choice,R.M. Alexander,"['Romance', 'Contemporary', 'Contemporary Romance']","3,66",114
Things Grak Hates,Peter J. Story,"['Fiction', 'Humor', 'Comedy', 'Fantasy', 'Politics', 'Literary Fiction']","3,79",135
Safe & Sound,T.S. Krupa,"['Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult Fiction']","3,89",246
Bite Marks,C.J. Galaway,['Vampires'],"4,62",32
Plebs,Jim Goforth,"['Horror', 'Splatterpunk']","4,18",160
Angelwood. Kings & Queens,Hendrik Birke,['Fantasy'],"4,15",20
How We Fall,Kate Brauning,"['Young Adult', 'Contemporary', 'Mystery', 'Romance', 'Thriller', 'Fiction', 'Mystery Thriller']","3,65",683
Naji and the mystery of the dig,Vahid Imani,"['Fiction', 'Middle Grade']","4,61",28
The Savvy Woman's Secrets to Outwit a Cheating Man,Ellen Ames,['Self Help'],"4,45",11
Survivor's Guilt: The Secret Service and the Failure to Protect President Kennedy,Vincent Michael Palamara,"['History', 'Nonfiction', 'True Crime', 'Presidents', 'American History', 'Crime']","4,18",114
Into Exile,Elin Toona Gottschalk,"['Nonfiction', 'History', 'Autobiography']","4,66",172
Love Them Back to LIFE,Ariane Page,"['Self Help', 'Nonfiction']","4,89",18
Melody Jackson and the House on Lafayette Street,B.M.B. Johnson,"['Fantasy', 'Young Adult', 'Paranormal']","4,53",59
The Rainbow Bridge: Bridge to Inner Peace and to World Peace,Brent N. Hunter,"['Nonfiction', 'Self Help']","4,2",65
